# drho                  dvx                     dvy                     dT
-2.5708072022789102e-04	-3.2052992280295206e-04	1.0673327954474092e-02	-1.7138784183137138e-04
-7.7064486241931740e-04	-9.6050762697677343e-04	1.0685438571461035e-02	-5.1376419141615712e-04
-1.2849950806925053e-03	-1.6016102999560147e-03	1.0709662634864702e-02	-8.5666468490059461e-04
-1.7989352509325263e-03	-2.2416706263126383e-03	1.0746006595692158e-02	-1.1992919401997912e-03
-2.3138491648527458e-03	-2.8828965989913906e-03	1.0794478862099402e-02	-1.5425685314816237e-03
-2.8285402428598894e-03	-3.5231200635777934e-03	1.0855092340302269e-02	-1.8856968022303924e-03
-3.3443916678260188e-03	-4.1645478924814613e-03	1.0927861015359006e-02	-2.2295989605371352e-03
-3.8602060962476801e-03	-4.8050105247153911e-03	1.1012804225602800e-02	-2.5734768948580851e-03
-4.3773657869232907e-03	-5.4467131324216142e-03	1.1109941497448657e-02	-2.9182522711209136e-03
-4.8946723088070312e-03	-6.0874841523758747e-03	1.1219298569480063e-02	-3.2631263533579227e-03
-5.4135066610918256e-03	-6.7295264390122228e-03	1.1340900456111393e-02	-3.6090201047130656e-03
-5.9326689744513723e-03	-7.3706657805467229e-03	1.1474779251335655e-02	-3.9551340167583299e-03
-6.4535386167438105e-03	-8.0131020282665534e-03	1.1620965383582154e-02	-4.3023882186893764e-03
-6.9749138812713850e-03	-8.6546575841248349e-03	1.1779497239851153e-02	-4.6499823221221731e-03
-7.4981720681115051e-03	-9.2975284879873079e-03	1.1950410561664813e-02	-4.9988355468106732e-03
-8.0221091473593620e-03	-9.9395328524624627e-03	1.2133749940703008e-02	-5.3481465932407012e-03
-8.5480997984092241e-03	-1.0582861875033468e-02	1.2329556291648384e-02	-5.6988338006017242e-03
-9.0749370257827543e-03	-1.1225328175598123e-02	1.2537880280620826e-02	-6.0500950695698431e-03
-9.6039921245924705e-03	-1.1869116673426633e-02	1.2758767793591409e-02	-6.4028480818560281e-03
-1.0134054207618304e-02	-1.2512032745839310e-02	1.2992275368198629e-02	-6.7562903139539165e-03
-1.0666490039515723e-02	-1.3156252860753261e-02	1.3238453554167348e-02	-7.1113393723646542e-03
-1.1200083399211937e-02	-1.3799572407446812e-02	1.3497364425711977e-02	-7.4671931726153010e-03
-1.1736194678730768e-02	-1.4444155886074391e-02	1.3769062699396296e-02	-7.8247704893509434e-03
-1.2273599942084006e-02	-1.5087784138907108e-02	1.4053615404505990e-02	-8.1832714358290384e-03
-1.2813650099862402e-02	-1.5732603736247849e-02	1.4351080577335145e-02	-8.5436184098994783e-03
-1.3355109411845929e-02	-1.6376373114693490e-02	1.4661529152949507e-02	-8.9050171194118601e-03
-1.3899313895353382e-02	-1.7021210506504732e-02	1.4985020980466134e-02	-9.2683982530041981e-03
-1.4445008813133384e-02	-1.7664838091429429e-02	1.5321628956184942e-02	-9.6329794956363825e-03
-1.4993505697832858e-02	-1.8309327291047145e-02	1.5671411978344769e-02	-9.9997085191705463e-03
-1.5543517997407115e-02	-1.8952339322839323e-02	1.6034441238435046e-02	-1.0367826788882671e-02
-1.6096315604757116e-02	-1.9595865741430751e-02	1.6410769511001899e-02	-1.0738314944690325e-02
-1.6650557173964537e-02	-2.0237462502882664e-02	1.6800459297912320e-02	-1.1110459835156870e-02
-1.7207440167707533e-02	-2.0878981966493543e-02	1.7203547442661681e-02	-1.1485304204904762e-02
-1.7765527192218487e-02	-2.1517795310089252e-02	1.7620074366399882e-02	-1.1862219515495133e-02
-1.8325888034326904e-02	-2.2155509271787461e-02	1.8050042241460777e-02	-1.2242363337568438e-02
-1.8886915328151170e-02	-2.2789167787195454e-02	1.8493443645575387e-02	-1.2625262475362485e-02
-1.9449452388119955e-02	-2.3419941660242184e-02	1.8950210110001704e-02	-1.3012284022791039e-02
-2.0011590039372730e-02	-2.4044293456373003e-02	1.9420236722457102e-02	-1.3403236648670049e-02
-2.0573769563534301e-02	-2.4662619652106581e-02	1.9903315181459207e-02	-1.3799865575764313e-02
-2.1133546778309038e-02	-2.5270351363041312e-02	2.0399147389243453e-02	-1.4202485375647833e-02
-2.1690652213381262e-02	-2.5866514407498185e-02	2.0907252073394798e-02	-1.4613515986709213e-02
-2.2241699675076752e-02	-2.6444720196470074e-02	2.1426953726475722e-02	-1.5034168758107966e-02
-2.2785175359189256e-02	-2.7001587754766562e-02	2.1957242359908889e-02	-1.5468050417279876e-02
-2.3316056550280427e-02	-2.7527552952546205e-02	2.2496711602336877e-02	-1.5917934863780729e-02
-2.3830690065228425e-02	-2.8015069449404253e-02	2.3043333752122235e-02	-1.6389472204552530e-02
-2.4321278540532169e-02	-2.8449136655303166e-02	2.3594298152351159e-02	-1.6888085515123854e-02
-2.4780609757925266e-02	-2.8815180698850456e-02	2.4145633322353470e-02	-1.7422818921592798e-02
-2.5196389464385193e-02	-2.9089206934316714e-02	2.4691858626665029e-02	-1.8003374399707162e-02
-2.5555845437791595e-02	-2.9245327106019153e-02	2.5225337702584283e-02	-1.8644067012372638e-02
-2.5840022232129320e-02	-2.9245607210666040e-02	2.5735603067100477e-02	-1.9360875580728160e-02
-2.6028549122446135e-02	-2.9047577713950376e-02	2.6208270799410072e-02	-2.0175201464668200e-02
-2.6094484099156618e-02	-2.8594543664805953e-02	2.6623862052978672e-02	-2.1110326363259994e-02
-2.6010314796107069e-02	-2.7824680574455599e-02	2.6956124078180654e-02	-2.2193879560917132e-02
-2.5745118026918173e-02	-2.6664642524733884e-02	2.7170308849005738e-02	-2.3451902217618815e-02
